extra_straight_um,wl_min_um,wl_max_um,n_freq,artifact_path,validation_passed
0.4339999999999993,1.3,1.4,21,../data/sparams/mzi_arm/sweep_r2.5/mzi_arm_extra_straight0.4339999999999993,True
0.5040643554079294,1.3,1.4,21,../data/sparams/mzi_arm/sweep_r2.5/mzi_arm_extra_straight0.5040643554079294,True
