iteration,objective,L_upper,grad_L_upper,delta_L_delay_um,grad_delta_L_delay_um,Lc0,grad_Lc0,Lc1,grad_Lc1,Lc2,grad_Lc2,Lc3,grad_Lc3,channel1_transmission,channel1_crosstalk,channel1_insertion_loss_db,channel1_flatness_var,channel2_transmission,channel2_crosstalk,channel2_insertion_loss_db,channel2_flatness_var
21,4.715477466583252,25.8862773751731,-99.16802215576172,15.128144995145547,87.66883850097656,25.489183683195595,0.5343136787414551,2.556058322920591,-6.156976222991943,18.315613275229833,1.8922945261001587,13.972555500010738,-0.9034322500228882,0.5899364352226257,0.2487965077161789,2.473771572113037,0.02309511788189411,0.8271253705024719,0.01667320355772972,0.8459160923957825,0.006671380717307329
22,4.6814141273498535,25.88618403211334,-99.49126434326172,15.128451048576334,87.91201782226562,25.484625799715893,0.5313711762428284,2.5609990569309744,-6.854407787322998,18.302877847653367,2.414717674255371,13.981920921146793,-0.824291467666626,0.5908179879188538,0.2511618733406067,2.4649410247802734,0.02279101125895977,0.8315286636352539,0.016552705317735672,0.8260225057601929,0.007709885947406292
23,4.248545169830322,25.888176934249007,-83.70365905761719,15.126791196864087,72.7903823852539,25.47934496366327,0.5076311826705933,2.570902047624561,-6.977528095245361,18.2891483806979,2.6005239486694336,13.995691912612651,-0.7518390417098999,0.602686882019043,0.2446727454662323,2.350051164627075,0.020474493503570557,0.8349298238754272,0.018313998356461525,0.8129563927650452,0.009226332418620586
24,3.658327341079712,25.891752736697196,-59.67228317260742,15.123661828599621,48.60199737548828,25.4734436484479,0.46909627318382263,2.585265760442694,-6.758489608764648,18.274334787869005,2.0310821533203125,14.012938227389592,-0.48879551887512207,0.6214795708656311,0.23300816118717194,2.1780076026916504,0.01698916219174862,0.8352578282356262,0.02196362428367138,0.8163100481033325,0.010832883417606354
25,3.1535489559173584,25.896278181801996,-35.09442901611328,15.11971948454505,22.480613708496094,25.467047786091893,0.4270884096622467,2.603415118724504,-6.471791744232178,18.25901314998651,0.7519274950027466,14.031750284108396,-0.42588239908218384,0.6405844688415527,0.2210446149110794,2.012363910675049,0.01332507748156786,0.8301892876625061,0.027424950152635574,0.8460196256637573,0.011731852777302265
26,2.8492932319641113,25.90115620007218,-13.609092712402344,15.11561640169092,-1.3777614831924438,25.460281206367117,0.39377662539482117,2.624729086380365,-6.233455181121826,18.244362606814622,-0.872833251953125,14.051616161855671,-0.2826988101005554,0.6538309454917908,0.2127595692873001,1.8996771574020386,0.010202733799815178,0.8189387917518616,0.03430312126874924,0.90436851978302,0.011120653711259365
27,2.7395079135894775,25.905897327171612,4.261709213256836,15.111909939267136,-21.373374938964844,25.453239375952702,0.37501102685928345,2.648706185086082,-5.893078804016113,18.23183942634076,-2.4212093353271484,14.071563659155514,0.01804530620574951,0.658826470375061,0.21000994741916656,1.8530254364013672,0.008011720143258572,0.8036260008811951,0.04192892089486122,0.9801034331321716,0.0088256960734725
28,2.754528760910034,25.910122847804608,18.299570083618164,15.10903244877793,-35.9149284362793,25.44597830239342,0.36928969621658325,2.6748441102889546,-5.065596580505371,18.22275957236011,-3.471931219100952,14.089615840404607,0.49328547716140747,0.6570204496383667,0.21232831478118896,1.858185887336731,0.0065969442948699,0.7885540723800659,0.04962090402841568,1.0521042346954346,0.00558724207803607
29,2.8100881576538086,25.913563022125036,27.245601654052734,15.107260354339022,-42.944305419921875,25.438520404010923,0.37234067916870117,2.7023786375068983,-3.471662998199463,18.217847256567627,-3.9073009490966797,14.102587778265656,0.9702709317207336,0.6511534452438354,0.217293843626976,1.8914674520492554,0.005268698092550039,0.7789707779884338,0.056839797645807266,1.0961328744888306,0.003072429681196809
30,2.8446099758148193,25.916079730079442,29.857393264770508,15.106673224837222,-42.3940544128418,25.43086632467482,0.3804529309272766,2.730082204602869,-1.5233958959579468,18.217140940434753,-4.200279712677002,14.107583929460603,1.1980829238891602,0.6442121267318726,0.22158503532409668,1.9301084280014038,0.003617966314777732,0.7785791158676147,0.06287733465433121,1.0956478118896484,0.002524969633668661
31,2.832758903503418,25.917687784887757,27.114158630371094,15.10716370204022,-36.553951263427734,25.42300482342224,0.38904839754104614,2.756512640210359,0.20588140189647675,18.220523448708374,-4.676120281219482,14.10413637727474,1.1387557983398438,0.6401075124740601,0.2229599505662918,1.953237533569336,0.0026551056653261185,0.7851877808570862,0.06638834625482559,1.059062123298645,0.0025918015744537115
32,2.7869415283203125,25.918523610058823,22.226957321166992,15.10850456550429,-27.153018951416016,25.414924205444436,0.3926183581352234,2.780424902101779,1.959847092628479,18.228044025304545,-4.450009822845459,14.093806047314008,0.878718376159668,0.6414707899093628,0.2212444394826889,1.9499348402023315,0.0037882477045059204,0.792462170124054,0.06604050099849701,1.0155560970306396,0.0015508139040321112
33,2.7611100673675537,25.91876323475867,17.881284713745117,15.110397862783207,-14.73753547668457,25.406625421910288,0.38979995250701904,2.800579150095524,4.320681571960449,18.239087961146545,-2.4450392723083496,14.078977457784422,0.5223344564437866,0.6461012959480286,0.21723446249961853,1.931097388267517,0.006214553024619818,0.7979317307472229,0.06223123520612717,0.9845955967903137,0.0012023102026432753
34,2.7966744899749756,25.918556799200076,14.233882904052734,15.112491454499581,-2.8468692302703857,25.398124612824276,0.3867185711860657,2.815270028418678,6.346332550048828,18.251480078371475,0.28781598806381226,14.062214641460296,0.1879083514213562,0.6497383117675781,0.2124481350183487,1.9175138473510742,0.008319469168782234,0.8032388687133789,0.05717764049768448,0.9644957780838013,0.0037018076982349157
35,2.855884313583374,25.918026723970893,10.46218490600586,15.11447038690719,4.839746952056885,25.389437363603733,0.3885266184806824,2.823271952016455,6.865578651428223,18.262484223513,2.0977823734283447,14.045744644722431,-0.0711701512336731,0.6509522199630737,0.2086453139781952,1.9163113832473755,0.009672500193119049,0.8078410029411316,0.05267082899808884,0.9502614140510559,0.006866875570267439
36,2.891958475112915,25.917289624100786,6.393004894256592,15.116148358866008,9.774598121643066,25.380566105945825,0.3933330178260803,2.8248632787715167,6.58366060256958,18.27040964556573,2.9550540447235107,14.031213631631566,-0.2464415431022644,0.6505519151687622,0.20639511942863464,1.9223569631576538,0.01033000834286213,0.8106910586357117,0.04919492453336716,0.9397366642951965,0.00835708063095808
37,2.891512155532837,25.916461197701988,2.2978596687316895,15.117422519646707,14.30860424041748,25.371505609740968,0.3975813388824463,2.820965751841793,6.476120948791504,18.274653202788844,3.393599033355713,14.01963047865546,-0.3248213529586792,0.6496463418006897,0.2055055946111679,1.9289531707763672,0.010425371117889881,0.8122063279151917,0.046772029250860214,0.9304744005203247,0.008061559870839119
38,2.8469624519348145,25.91564979391147,-1.3660268783569336,15.118206873223041,18.64711570739746,25.36225237368358,0.39936399459838867,2.8122446021695358,6.706845283508301,18.275098690100872,3.6203830242156982,14.011277753767422,-0.29652905464172363,0.6490799188613892,0.20580747723579407,1.9306213855743408,0.010024533607065678,0.812973141670227,0.04545238986611366,0.9203788638114929,0.0062884739600121975
39,2.75012469291687,25.914945554823262,-4.018006324768066,15.118425767295564,20.818471908569336,25.352809361355227,0.3982197642326355,2.7990330505856598,6.664313793182373,18.27186288640268,3.4298932552337646,14.005686690934152,-0.17653441429138184,0.6493164300918579,0.207340270280838,1.9235247373580933,0.009046546183526516,0.8135144114494324,0.04537050798535347,0.9077271223068237,0.0033733919262886047
40,2.6171655654907227,25.91440685530513,-5.0051422119140625,15.11806614789632,18.02147102355957,25.343186797319692,0.39413225650787354,2.781839536003315,5.470159530639648,18.26546993845156,2.471729040145874,14.00180300761165,-0.035800039768218994,0.6502719521522522,0.20995686948299408,1.9070532321929932,0.007274454925209284,0.8149164915084839,0.04657968878746033,0.8917252421379089,0.000840312335640192
41,2.5019290447235107,25.914045445093983,-3.5333027839660645,15.117249831861933,10.061989784240723,25.333401782910308,0.38688284158706665,2.761949336887017,3.286388874053955,18.25715256944324,1.0333973169326782,13.998515160071564,-0.22390806674957275,0.651356041431427,0.2126864343881607,1.8856756687164307,0.004656708799302578,0.8173355460166931,0.048591166734695435,0.8791149854660034,0.0009652804001234472
42,2.4431421756744385,25.91380853917302,0.5893001556396484,15.116231013239247,0.16857647895812988,25.323478475931243,0.37756654620170593,2.7412541363428304,1.323935627937317,18.248525048305932,0.005817025899887085,13.99708305053091,-0.31079745292663574,0.6526963114738464,0.21417413651943207,1.8642534017562866,0.002214596141129732,0.8171199560165405,0.05020437017083168,0.8868345618247986,0.0030794369522482157
43,2.4332234859466553,25.913577505849698,5.775085926055908,15.115299438765518,-9.3605318069458,25.313444795299134,0.3688124418258667,2.72135465917878,-0.16596990823745728,18.24066986583107,-0.5660426020622253,13.997961634299111,-0.43759679794311523,0.6550112366676331,0.2137472778558731,1.844761848449707,0.0013745907926931977,0.8114712834358215,0.05051477625966072,0.9200860261917114,0.004104182589799166
44,2.4551243782043457,25.913213810853772,9.568909645080566,15.114714452271897,-17.582807540893555,25.303325196602096,0.36267924308776855,2.7033904351856544,-1.7655022144317627,18.23412068099857,-1.2184194326400757,14.001844179735887,-0.2935068607330322,0.6579245328903198,0.21179255843162537,1.8293355703353882,0.002131835324689746,0.8038050532341003,0.04959380626678467,0.9602569937705994,0.003642973955720663
45,2.488696336746216,25.91262595295425,10.588052749633789,15.114680481478961,-22.520221710205078,25.293135359806012,0.3597017526626587,2.688539490823378,-3.2829463481903076,18.22946207777075,-1.8477953672409058,14.007456712291978,-0.327265202999115,0.6603490710258484,0.2094292938709259,1.81954824924469,0.003382751950994134,0.7991780638694763,0.0479111410677433,0.9852529764175415,0.0034056194126605988
46,2.505115032196045,25.911803972522797,8.77853775024414,15.115293990609988,-22.737932205200195,25.2828813044306,0.3590119481086731,2.6778356303933406,-4.180322647094727,18.227211601038572,-2.1196796894073486,14.01489523864872,-0.3243940472602844,0.6616862416267395,0.20800410211086273,1.8145908117294312,0.004175327718257904,0.7987769842147827,0.045782189816236496,0.9887545704841614,0.0036829540040344
47,2.4924705028533936,25.91081587649828,4.814761161804199,15.116508896653688,-18.72242546081543,25.272562406246724,0.35945379734039307,2.6716820244555715,-4.364519119262695,18.2274579353733,-1.9622441530227661,14.023987356283465,-0.28906112909317017,0.661723792552948,0.20833495259284973,1.814391851425171,0.004200782626867294,0.8010818362236023,0.04339281842112541,0.9764479398727417,0.0037439933512359858
48,2.4627761840820312,25.909784226908265,-0.4498891830444336,15.11815976714612,-11.43594741821289,25.262175040930273,0.3608120083808899,2.6698178880777714,-3.8776323795318604,18.229816786439496,-1.3786078691482544,14.034344099604686,-0.18126672506332397,0.6602826118469238,0.21060636639595032,1.820938229560852,0.003605467500165105,0.8047763109207153,0.04097023233771324,0.9548810124397278,0.003345338860526681
49,2.4402480125427246,25.908859070883413,-6.1846771240234375,15.119997437234968,-1.8296198844909668,25.251713375171573,0.36333799362182617,2.6714341793674397,-2.7541050910949707,18.2334726299099,-0.3977362811565399,14.045084346418786,0.03702819347381592,0.6573837399482727,0.21430574357509613,1.8360004425048828,0.00276403920724988,0.8092955946922302,0.03879048302769661,0.9286943078041077,0.0029049492441117764
50,2.4423019886016846,25.90819298555048,-11.594514846801758,15.121722057920598,8.34395694732666,25.241168785735695,0.36685773730278015,2.6752635077632303,-1.2888000011444092,18.237235935315137,0.7376391887664795,14.054570249769027,0.32439500093460083,0.6536513566970825,0.21824438869953156,1.8575414419174194,0.002087310655042529,0.8140796422958374,0.037096355110406876,0.902628481388092,0.002900693565607071
51,2.461371421813965,25.907918449601198,-15.756765365600586,15.123038402472615,16.458263397216797,25.23053052770899,0.36997511982917786,2.6798578101642065,-0.0008023586124181747,18.239829243573997,1.5934988260269165,14.060743182794416,0.5620215535163879,0.650453507900238,0.2210342139005661,1.8774150609970093,0.0017667689826339483,0.8180201649665833,0.03609684482216835,0.8824691772460938,0.0032576315570622683
52,2.4701473712921143,25.908122723052905,-17.6751651763916,15.123734924336327,20.350353240966797,25.21978989495198,0.3707583248615265,2.6840328332583616,0.7686323523521423,18.240384400705462,1.8786745071411133,14.062097723305252,0.6532231569290161,0.6491950154304504,0.2218385934829712,1.885412335395813,0.0016698600957170129,0.8200499415397644,0.035946089774370193,0.872464656829834,0.0035418078768998384
53,2.4519059658050537,25.908821941743618,-16.837770462036133,15.123744413268314,19.38025665283203,25.208945702010674,0.36833685636520386,2.687146724608729,0.9766616225242615,18.23875178228409,1.5909101963043213,14.05841767353782,0.5816767811775208,0.6503222584724426,0.22064068913459778,1.8773006200790405,0.0015751009341329336,0.8197723627090454,0.03670674189925194,0.8738946914672852,0.003528769826516509
54,2.4145970344543457,25.909950824786105,-13.533578872680664,15.123154141667271,14.307918548583984,25.198006330081366,0.36355066299438477,2.6891047849226632,0.7201745510101318,18.23544733246139,0.8990647196769714,14.050728040617091,0.3968324661254883,0.6531795859336853,0.2179655134677887,1.8573020696640015,0.0014262702316045761,0.8173874616622925,0.038293804973363876,0.8858518004417419,0.003282122313976288
55,2.3802855014801025,25.911376543447705,-8.658790588378906,15.122171939644232,6.779117107391357,25.186986590349434,0.3583296537399292,2.6902358710897087,0.15477406978607178,18.231407972458342,0.04575582966208458,14.040768327819125,0.18002033233642578,0.6565330624580383,0.21462205052375793,1.8344037532806396,0.0013340410077944398,0.8135083913803101,0.04048193246126175,0.9056702852249146,0.0029758017044514418
56,2.3642871379852295,25.91292974819928,-3.292963743209839,15.121066736049887,-1.2696017026901245,25.17590152398034,0.35429078340530396,2.6911227061764915,-0.5090617537498474,18.22768647121225,-0.7256729006767273,14.030358282139046,3.719329833984375e-05,0.6593518257141113,0.21143977344036102,1.8159973621368408,0.0013971849111840129,0.8091604113578796,0.04293742775917053,0.92843097448349,0.0027681102510541677
57,2.365722894668579,25.91443921924865,1.5896612405776978,15.120103531985675,-8.14078426361084,25.16476152272323,0.352009654045105,2.6923933616779054,-1.0509178638458252,18.22516208646756,-1.2477885484695435,14.020905882211984,-0.11714428663253784,0.661200225353241,0.20899906754493713,1.8047149181365967,0.0015790651086717844,0.8054937720298767,0.045322418212890625,0.9481518864631653,0.0027271637227386236
58,2.3723855018615723,25.915761309249962,5.199854373931885,15.119489740379958,-12.635080337524414,25.1535709108293,0.35121214389801025,2.6945156062499844,-1.315307855606079,18.224351809493815,-1.455043077468872,14.013235116185669,-0.18067097663879395,0.6621465682983398,0.2075027972459793,1.7992947101593018,0.0017331029521301389,0.8034395575523376,0.04733428359031677,0.9596405029296875,0.002834108890965581
59,2.3724377155303955,25.9168020610263,7.054342269897461,15.119340605590233,-14.18251895904541,25.14232921405431,0.3515970706939697,2.69766372608524,-1.2529211044311523,18.225355620886358,-1.3537999391555786,14.007688642170447,-0.208745539188385,0.6624279022216797,0.20684516429901123,1.7974739074707031,0.0017299044411629438,0.8035192489624023,0.04873979091644287,0.9598760604858398,0.0030562973115593195
60,2.362525224685669,25.917528637728196,7.067418098449707,15.119667082765734,-12.879829406738281,25.131032426356263,0.35296905040740967,2.701693738849494,-0.9157895445823669,18.227895747068604,-0.9998918771743774,14.004302661298768,-0.2115740180015564,0.6622611284255981,0.2067377120256424,1.7977699041366577,0.0015659400960430503,0.8056954741477966,0.049422018229961395,0.9490181803703308,0.003375241532921791
61,2.347966194152832,25.917967752532434,5.500858306884766,15.120386248899251,-9.367778778076172,25.11967386203524,0.35519498586654663,2.7062152588676516,-0.4182606339454651,18.231413112905965,-0.4935131072998047,14.00291088686945,-0.19147753715515137,0.6617738604545593,0.20687544345855713,1.7999628782272339,0.0013674675719812512,0.8093039393424988,0.04940030723810196,0.9305654168128967,0.003722797380760312
62,2.3365986347198486,25.91819335707853,2.9385986328125,15.121348930057243,-4.68641471862793,25.1082447546425,0.3580509126186371,2.7107163369160685,0.11422071605920792,18.235208180728403,0.04417548328638077,14.00317907956706,-0.15125906467437744,0.6610709428787231,0.20702388882637024,1.8041563034057617,0.0012914978433400393,0.8132578730583191,0.04881658777594566,0.9100386500358582,0.00395816657692194
63,2.33246111869812,25.91830496041864,0.08715415000915527,15.122378788743799,0.08816966414451599,25.09673510314833,0.361019492149353,2.714690602355386,0.5990802049636841,18.238597063713918,0.51203852891922,14.004640300948896,-0.09832179546356201,0.6603171229362488,0.20704610645771027,1.8096354007720947,0.0014062540140002966,0.8165454864501953,0.047936756163835526,0.8925563097000122,0.003981153946369886
64,2.334022283554077,25.918403426610865,-2.376999855041504,15.123310136231975,4.045661926269531,25.08513539857939,0.363471657037735,2.7177160301426104,0.9884328842163086,18.241034704645056,0.853510320186615,14.00676360654448,-0.04269355535507202,0.6596994400024414,0.20691657066345215,1.814858317375183,0.0016453961143270135,0.8186951875686646,0.04706769064068794,0.8806875348091125,0.0038332748226821423
65,2.3359882831573486,25.918569254984796,-3.963094711303711,15.124017804168885,6.55033016204834,25.07343859762492,0.36480382084846497,2.7194958612803686,1.247321605682373,18.242176268916545,1.0398898124694824,14.009038843438647,0.0056095123291015625,0.6594237089157104,0.2066510170698166,1.8177623748779297,0.0018670362187549472,0.8197329640388489,0.0464848093688488,0.8746366500854492,0.003649564925581217
66,2.3337032794952393,25.918848219207867,-4.4291181564331055,15.124435835753724,7.289586544036865,25.06164188644742,0.3646424412727356,2.719884294859366,1.3512184619903564,18.24189938578972,1.0617377758026123,14.011056308929701,0.03889966011047363,0.6596053838729858,0.20628929138183594,1.816980004310608,0.001952922553755343,0.8198694586753845,0.046344105154275894,0.8735937476158142,0.003541648853570223
67,2.325788736343384,25.919245996695633,-3.7717182636260986,15.124563945734405,6.2783732414245605,25.049747582134348,0.36297059059143066,2.718899673397178,1.299320936203003,18.2402995284285,0.9283815026283264,14.012562841560918,0.0530705451965332,0.6602582931518555,0.2058471292257309,1.8122470378875732,0.0018684371607378125,0.8192251324653625,0.04667382314801216,0.8770103454589844,0.003540035104379058
68,2.314767599105835,25.91973094140774,-2.2248404026031494,15.12446228906101,3.861722230911255,25.03776280922581,0.3601164221763611,2.716712745618611,1.117187738418579,18.23766141167466,0.6700394749641418,14.013484793912042,0.04808783531188965,0.6612592339515686,0.20533667504787445,1.8046619892120361,0.0016674960497766733,0.817832887172699,0.04735193029046059,0.8845862150192261,0.0035999922547489405
69,2.304633140563965,25.920244492271216,-0.17701101303100586,15.124235123591033,0.6088029146194458,25.02569806336615,0.3566690683364868,2.7136095302699323,0.8446452021598816,18.234406231391933,0.33627158403396606,14.013915282592363,0.028075695037841797,0.6624367833137512,0.2047567218542099,1.795866847038269,0.0014499117387458682,0.8157516121864319,0.04817577823996544,0.8957966566085815,0.0036444824654608965
70,2.297877311706543,25.92071602784173,1.9000095129013062,15.1240077221437,-2.7907001972198486,25.013565007861814,0.3531321883201599,2.709942972147528,0.5262689590454102,18.23101844527156,-0.011855103075504303,14.014067115504782,0.0005386471748352051,0.6636195182800293,0.20412805676460266,1.7873976230621338,0.0012996683362871408,0.813243567943573,0.048904623836278915,0.9091008305549622,0.0036166044883430004
71,2.2941091060638428,25.92107953239736,3.543687343597412,15.123900556251131,-5.645149230957031,25.001374709095774,0.34999212622642517,2.706083544144644,0.21271267533302307,18.227962656449108,-0.3123600482940674,14.014200155331713,-0.0264318585395813,0.6646836400032043,0.20349466800689697,1.78017258644104,0.0012418667320162058,0.8108153939247131,0.04932738468050957,0.9218054413795471,0.0035167878959327936
72,2.290663480758667,25.92128885894857,4.390434741973877,15.124005097438655,-7.3706183433532715,24.98913605029377,0.3474513292312622,2.7023669657167795,-0.03912501409649849,18.225604178996267,-0.5090078115463257,14.014548529680393,-0.04573482275009155,0.6655647158622742,0.20292098820209503,1.774426817893982,0.0012429425260052085,0.809018075466156,0.04932546243071556,0.9310798645019531,0.0033908074256032705
73,2.284986734390259,25.92132862901367,4.265198230743408,15.124365055142455,-7.640585422515869,24.97685521703917,0.34565410017967224,2.6990386140188387,-0.18092575669288635,18.224141860762277,-0.5678015947341919,14.015261195748964,-0.05328571796417236,0.6662183403968811,0.20248878002166748,1.7701823711395264,0.0012497244169935584,0.8082293272018433,0.048866722732782364,0.9350103735923767,0.003287507453933358
